,Unnamed: 0,rev_page,page_title,date,same_day_revs,prev_day_revs,week_before_revs,month_before_revs,year_before_revs,week_after_revs,day_after_revs,day_after_2_revs,category,category_score,around,before,boost,same_day_views,prev_day_views,week_before_views,month_before_views,year_before_views,day_after_views,is_event,News Item,subcategory,-1,Culture,Geography,History_and_Society,STEM,category_score_upd,category_upd
2559,2575,2374086,Port_lotniczy_Stepanakert,20220601,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9973783493041992,Geography.Regions.Asia.West_Asia
2560,2576,2374625,Jerzy_Mielewski,20220601,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9511522054672241,Geography.Regions.Europe.Eastern_Europe
2561,2577,2375101,Międzynarodowy_Festiwal_Pétanque,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.7122421860694885,Geography.Regions.Europe.Europe*
2562,2578,2375297,Karabinek_sportowy_wz._48,20220601,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9304682612419128,STEM.Technology
2563,2579,2376825,247P/LINEAR,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.993317186832428,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,Space,0,0,0,0,1,0.9697954058647156,STEM.Space
2564,2580,2376956,Stepanakert,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Geography,0.7057950496673584,1392,1524,0.9133858267716536,255,544,2378,9749,137024,520,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Asia.Asia*
2565,2581,2379587,Port_lotniczy_Adżdabija,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9903015494346619,History_and_Society.Transportation
2566,2582,2382381,Łapu_Capu,20220601,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9978272914886475,Culture.Media.Media*
2567,2583,2383506,Gabinet_federalny_Australii,20220601,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Oceania
2568,2584,2386812,Albert_Carsten,20220601,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9344051480293274,Culture.Visual_arts.Architecture
2569,2585,2393823,Sebastian_Kraupp,20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,Culture,1.0000100135803225,19,38,0.5,4,8,54,147,2700,10,0,-1,Sports,0,1,0,0,0,0.9987651705741882,Culture.Sports
2570,2586,2396677,Unbroken,20220601,2.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,Culture,0.6370407938957214,126,84,1.5,32,66,164,717,7030,55,0,-1,Media,0,1,0,0,0,1.0000100135803223,Culture.Media.Media*
2571,2587,2398503,2004_KV18,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,STEM,1.0000100135803225,14,10,1.4,2,3,14,78,1029,7,0,-1,Space,0,0,0,0,1,1.0000100135803223,STEM.STEM*
2572,2588,2404709,Tomasz_Vetulani,20220601,0.0,0.0,0.0,6.0,18.0,1.0,1.0,0.0,Culture,0.7879412174224854,21,22,0.9545454545454546,6,9,34,156,1456,10,0,-1,Biography,0,1,0,0,0,0.9931061863899231,Culture.Biography.Biography*
2573,2589,2406979,RTON_Góra_św._Marcina,20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.5156299471855164,Geography.Regions.Europe.Europe*
2574,2590,2412454,Damian_Janikowski,20220601,0.0,0.0,0.0,0.0,37.0,1.0,1.0,0.0,Culture,1.0000100135803225,113,212,0.5330188679245284,21,44,268,627,9395,35,0,-1,Sports,0,1,0,0,0,0.9814634323120117,Geography.Regions.Europe.Eastern_Europe
2575,2591,2412694,Mistrzostwa_Świata_w_Piłce_Nożnej_Plażowej_2011/Strzelcy,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.7186043858528137,Culture.Sports
2576,2592,2416341,Centrum_Badań_Historycznych_Polskiej_Akademii_Nauk_w_Berlinie,20220601,0.0,0.0,0.0,0.0,1.0,15.0,11.0,4.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.7431780099868774,Geography.Regions.Europe.Europe*
2577,2593,2421861,Monety_oblężnicze_Gdańska_(1577),20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.8991314172744751,Geography.Regions.Europe.Europe*
2578,2594,2422045,Witalis_(Maksimienko),20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9019306898117065,Geography.Regions.Europe.Europe*
2579,2595,2425318,Edward_Grabski,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9985088109970093,Culture.Biography.Biography*
2580,2596,2426398,Wiktoryn_Tadeusz_Karniewski,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9942797422409058,Geography.Regions.Europe.Eastern_Europe
2581,2597,2426666,Tomasz_Świątek,20220601,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,Culture,1.0000100135803225,2797,1441,1.9410131852879944,633,907,2441,4189,17067,1455,0,-1,Sports,0,1,0,0,0,1.0000100135803223,Culture.Biography.Biography*
2582,2598,2426713,MalarzBOT/archiwum/Wikipedia:Zadania_dla_botów,20220601,0.0,1.0,3.0,17.0,261.0,5.0,1.0,1.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
2583,2599,2428389,Chuligaństwo,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.8962613940238953,History_and_Society.Politics_and_government
2584,2600,2430050,Sangjinhwa,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
2585,2601,2448530,Arrigo_Miglio,20220601,2.0,2.0,8.0,8.0,11.0,3.0,1.0,0.0,Culture,0.9976868629455566,394,458,0.8602620087336245,46,139,599,636,1315,94,0,-1,Philosophy_and_religion,0,1,0,0,0,0.997758150100708,Culture.Philosophy_and_religion
2586,2602,2449724,MastiBot/Powązki_Wojskowe,20220601,1.0,1.0,6.0,27.0,332.0,8.0,1.0,1.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
2587,2603,2449900,MastiBot/Powązki,20220601,1.0,1.0,6.0,27.0,332.0,8.0,1.0,1.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
2588,2604,2450354,Volkswagen_Passat,20220601,0.0,0.0,0.0,0.0,43.0,3.0,1.0,0.0,STEM,0.9859463572502136,7804,7616,1.0246848739495795,1514,2960,12034,47406,485483,3161,0,-1,STEM*,0,0,0,0,1,0.9777238368988037,History_and_Society.Transportation
2589,2605,2451145,Janina_Sokołowska-Pituchowa,20220601,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,Culture.Biography.Biography*
2590,2606,2452073,Tadeusz_Sawicz,20220601,0.0,0.0,0.0,1.0,12.0,1.0,1.0,0.0,History_and_Society,0.9967369437217712,28,33,0.8484848484848485,4,13,53,211,2316,9,0,-1,Military_and_warfare,0,0,0,1,0,0.9790457487106323,History_and_Society.Military_and_warfare
2591,2607,2452512,Badania_i_rozwój_Wikipedii/redirecty,20220601,1.0,1.0,6.0,29.0,362.0,8.0,1.0,1.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
2592,2608,2452523,Niebezpieczny_zakręt,20220601,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9802908897399902,Culture.Visual_arts.Visual_arts*
2593,2609,2455058,Fremantle_(przedsiębiorstwo),20220601,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9991804361343384,Culture.Media.Television
2594,2610,2456200,Polski_Klub_Morski,20220601,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9996179938316345,Geography.Regions.Europe.Eastern_Europe
2595,2611,2456966,42_Samodzielny_Batalion_Saperów,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Europe.Eastern_Europe
2596,2612,2469972,Anatolij_Bibiłow,20220601,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9974591135978699,Geography.Regions.Asia.Asia*
2597,2613,2475944,Inon_Zur,20220601,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,Culture,0.98678719997406,800,829,0.9650180940892642,182,325,1360,5584,67555,359,0,-1,Media,0,1,0,0,0,0.9921941161155701,Culture.Biography.Biography*
2598,2614,2477250,Bashkim_Fino,20220601,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Geography,0.9995657801628112,117,180,0.65,15,40,236,716,8998,41,0,-1,Regions,0,0,1,0,0,0.9984612464904785,Geography.Regions.Europe.Southern_Europe
2599,2615,2479185,IK_Pegasi,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,STEM,1.0000100135803225,291,286,1.0174825174825175,69,128,468,2065,21046,123,0,-1,STEM*,0,0,0,0,1,1.0000100135803223,STEM.Space
2600,2617,2483852,Social_Security,20220601,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,-1,-1.0,97,88,1.1022727272727273,26,42,146,636,8342,42,0,-1,-2,1,0,0,0,0,0.5775054097175598,History_and_Society.Politics_and_government
2601,2618,2485677,Infrastruktura_transportu,20220601,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
2602,2619,2487064,Frederick_Campbell,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Culture,0.8872146010398865,10,6,1.6666666666666667,2,4,12,51,542,5,0,-1,Biography,0,1,0,0,0,1.0000100135803223,Culture.Biography.Biography*
2603,2620,2488674,Anica_Savić_Rebac,20220601,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Culture,0.99567848443985,49,32,1.53125,15,27,69,220,2699,28,0,-1,Biography,0,1,0,0,0,1.0000100135803223,Culture.Biography.Biography*
2604,2621,2489220,248P/Gibbs,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.993317186832428,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,Space,0,0,0,0,1,0.9669240117073059,STEM.Space
2605,2622,2491050,253P/PANSTARRS,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.993317186832428,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,Space,0,0,0,0,1,0.9637899398803711,STEM.Space
2606,2623,2491256,Estadio_El_Campín,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Culture,0.9648651480674744,383,423,0.9054373522458627,87,175,688,2386,25355,160,0,-1,Sports,0,1,0,0,0,0.8991314172744751,Geography.Regions.Americas.South_America
2607,2624,2491511,Village_Park_(stadion),20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9984121918678284,Geography.Regions.Oceania
2608,2625,2491514,John_Mayhew,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Culture,0.523430347442627,15,12,1.25,5,7,20,92,945,6,0,-1,Performing_arts,0,1,0,0,0,0.9890230894088745,Culture.Media.Music
2609,2626,2493530,Marielle_Thompson,20220601,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,Culture,0.9991804361343384,39,53,0.7358490566037735,7,17,73,269,10473,14,0,-1,Sports,0,1,0,0,0,0.9814634323120117,Culture.Sports
2610,2627,2494838,271P/van_Houten–Lemmon,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.9958112239837646,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,Space,0,0,0,0,1,0.9748311638832092,STEM.Space
2611,2628,2494843,273P/Pons-Gambart,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.993317186832428,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,Space,0,0,0,0,1,0.9615437984466553,STEM.Space
2612,2629,2500825,Navy_Operational_Global_Atmospheric_Prediction_System,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,STEM,0.7826725244522095,49,37,1.3243243243243243,7,13,58,251,1971,28,0,-1,STEM*,0,0,0,0,1,-1.0,-1
2613,2630,2501234,249P/LINEAR,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.993317186832428,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,Space,0,0,0,0,1,0.9688661694526672,STEM.Space
2614,2631,2501601,252P/LINEAR,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.9914325475692748,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,STEM*,0,0,0,0,1,0.9706977605819702,STEM.Space
2615,2632,2502286,Norah_Jeruto,20220601,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,Culture,0.992888569831848,376,1316,0.2857142857142857,37,140,1464,1816,5514,89,0,-1,Sports,0,1,0,0,0,0.982567548751831,Culture.Sports
2616,2633,2502375,Lista_postaci_cyklu_Diuna,20220601,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,Culture.Media.Media*
2617,2634,2502547,250P/Larson,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.993317186832428,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,Space,0,0,0,0,1,0.9615437984466553,STEM.Space
2618,2635,2502558,251P/LINEAR,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.993317186832428,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,Space,0,0,0,0,1,0.9648651480674744,STEM.Space
2619,2636,2502563,254P/McNaught,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.993317186832428,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,Space,0,0,0,0,1,0.960371196269989,STEM.Space
2620,2637,2509833,C/1999_F1_(Catalina),20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.9954004287719728,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,Space,0,0,0,0,1,1.0000100135803223,STEM.Space
2621,2638,2510233,Socjalizm_rynkowy,20220601,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.997758150100708,History_and_Society.Politics_and_government
2622,2639,2519675,Katarzyna_Kownacka,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9916942119598389,Culture.Biography.Biography*
2623,2640,2522957,Gomphomacromia_chilensis,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2624,2641,2522958,Gomphomacromia_fallax,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2625,2642,2522959,Gomphomacromia_nodisticta,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2626,2643,2522960,Gomphomacromia_paradoxa,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2627,2644,2523590,Lauromacromia_bedei,20220601,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2628,2645,2523591,Lauromacromia_dubitalis,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2629,2646,2523592,Lauromacromia_flaviae,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2630,2647,2523593,Lauromacromia_luismoojeni,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2631,2648,2523594,Lauromacromia_melanica,20220601,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2632,2649,2523595,Lauromacromia_picinguaba,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2633,2650,2523935,Macromidia_asahinai,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2634,2651,2523936,Macromidia_atrovirens,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2635,2652,2523937,Macromidia_donaldi,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,STEM,1.0000100135803225,6,22,0.2727272727272727,-1,2,27,73,694,1,0,-1,Biology,0,0,0,0,1,1.0000100135803223,STEM.STEM*
2636,2653,2523938,Macromidia_ellenae,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2637,2654,2523939,Macromidia_fulva,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2638,2655,2523940,Macromidia_genialis,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2639,2656,2523941,Macromidia_ishidai,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,STEM,1.0000100135803225,13,13,1.0,4,6,20,89,707,7,0,-1,STEM*,0,0,0,0,1,1.0000100135803223,STEM.Biology
2640,2657,2523942,Macromidia_kelloggi,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2641,2658,2523943,Macromidia_rapida,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2642,2659,2523944,Macromidia_samal,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2643,2660,2523945,Macromidia_shiehae,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2644,2661,2524956,Neocordulia_androgynis,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2645,2662,2524957,Neocordulia_batesi,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2646,2663,2524958,Neocordulia_biancoi,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2647,2664,2524959,Neocordulia_campana,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2648,2665,2524960,Neocordulia_carlochagasi,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2649,2666,2525234,MalarzBOT/brakujące_grafiki,20220601,6.0,2.0,17.0,82.0,981.0,20.0,3.0,3.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
2650,2667,2525411,Neocordulia_caudacuta,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2651,2668,2525412,Neocordulia_fiorentini,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2652,2669,2525414,Neocordulia_machadoi,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2653,2670,2525470,Nesocordulia_flavicauda,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2654,2671,2525471,Nesocordulia_malgassica,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,STEM,1.0000100135803225,2,4,0.5,1,1,5,26,379,2,0,-1,Biology,0,0,0,0,1,1.0000100135803223,STEM.STEM*
2655,2672,2525472,Nesocordulia_mascarenica,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Biology
2656,2673,2525473,Nesocordulia_rubricauda,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2657,2674,2525474,Nesocordulia_spinicauda,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
2658,2675,2525477,Nesocordulia_villiersi,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,STEM,1.0000100135803225,4,3,1.3333333333333333,1,2,5,41,476,1,0,-1,Biology,0,0,0,0,1,1.0000100135803223,STEM.Biology
2659,2676,2526521,Pseudocordulia_circularis,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,STEM,1.0000100135803225,3,3,1.0,-1,1,4,26,378,1,0,-1,STEM*,0,0,0,0,1,1.0000100135803223,STEM.STEM*
2660,2677,2526522,Pseudocordulia_elliptica,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Geography,1.0000100135803225,5,1,5.0,-1,1,2,36,374,2,0,-1,Regions,0,0,1,0,0,1.0000100135803223,STEM.STEM*
2661,2678,2530292,Władimir_Angilejew,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9996300339698792,Culture.Biography.Biography*
